mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
12.209715119959975,26.249270010373756,138.31216767750487,1954.6863822801524,0.0829975187623133,0.061783208660925,0.3292838782271924,0.19073785629377568,0.26136976980271354,0.07022461959191925,2.4492160470593674,0.9928228699221404,13.906408760009247,40.47108383227858,0.01434706573704203,0.11404587973569859,0.02890020088019201,0.02754353883721425,0.05257738709344757,0.004374444326276896,35.85220429258932,42.99770165068801,214.38905480108173,2551.583396030158,0.20906960997605764,0.9969217554991159,0.9424867767723429,0.12940195290364342,0.4382197274468165,0.06245089085438419,-1.0
21.96138376679996,16.865839227590065,145.6906020742124,469.7792128260747,0.12673220394112164,0.22249087436979023,0.040804327642781094,0.2006922601441989,0.1666188206106191,0.08081134880066446,1.0847729288834584,1.6208869536865445,21.470185458985497,109.30431560350816,0.012071957006039493,0.02617387775553804,0.08943763910301135,0.02262206080662863,0.07412334890402637,0.0024992130950437985,18.58244725621748,49.2678783353207,144.07539266263433,3360.8015438265666,0.1625045580780734,0.761270193769887,0.8317595032701095,0.17344554697413536,0.4850820096353198,0.1731034187948144,-1.0
20.686944803269864,34.237141157953985,154.89005652491946,988.2445055647377,0.0889696381333521,0.1925451044763928,0.10769290901545968,0.15903527123375882,0.2155273011414252,0.07974148629728373,2.2541574278563346,2.732554691138915,6.627178354315486,444.3620615008066,0.030969815937331793,0.017532168629736295,0.04510103648349418,0.026533850580462044,0.043996947250950415,0.0016429829424400146,27.233064213462896,31.284163090429427,115.73315320166569,1298.7000800354845,0.14940722865559702,0.22313808436590823,0.8212776802596798,0.04332991149981501,0.23405709865176555,0.1737251739542058,-1.0
25.30200412826799,29.025503202532207,114.53472497732764,1241.590383351203,0.09846972644695197,0.1915374862637021,0.04626059287099299,0.09465973705959144,0.2014962712119795,0.057468185411062626,0.26706607475662314,1.407626232458167,12.222139603148364,408.6769487193658,0.011666873700816045,0.0716665808712713,0.08201955620110714,0.02311275587099259,0.02671824210632122,0.008400638514608276,30.501933582412057,33.825213772651736,196.9327742900217,990.4045163726782,0.18894797336008765,1.057658522265831,0.8727780634329275,0.10715211488438978,0.4611894909445696,0.08519927840016299,-1.0
16.73582418556639,20.534950774036204,104.07935802858866,1137.644779271086,0.13271535918402494,0.292307275680524,0.3868844101448292,0.14636230661532157,0.15953115480316696,0.0874330436337172,2.61672316194329,3.02705899542883,16.67582543865508,92.54556446514057,0.008962344589906102,0.06718952835363688,0.07369286661762235,0.03538696469064782,0.010242644278663266,0.00662315776616958,22.6648592234098,37.18258009523019,132.82141060857973,4144.571913147089,0.13906864639244723,0.289160722640157,0.07532739020161827,0.26202203463272655,0.18371581325620767,0.18921862919001323,-1.0
15.561230744428846,18.426877653491538,74.14716249538404,2224.461377853263,0.09017506583297427,0.09410419522645447,0.28051307476105614,0.1400346160045437,0.18016866397815098,0.06499484670447694,1.0433158201033463,0.3781236268366684,16.335466561895007,213.21349358180944,0.022393470683690072,0.09772471375682916,0.01368935528389759,0.017469618517003307,0.018670744837324723,0.009775002863102601,28.995600825576563,28.36917980110084,162.22492190400192,1191.7281232533521,0.15772973747170593,0.17752452711503194,0.6461658690180355,0.04775659326507406,0.5595325898730753,0.2069904726650226,-1.0
26.779455926877365,38.48652676167236,85.25348334332881,761.6583688544852,0.13530840572976877,0.24600525839887846,0.3917619233355674,0.1679040721627244,0.2549385330484725,0.09663220730350996,1.9681056833183947,0.75463787166073,17.44206834752562,435.734799604586,0.025595650552828756,0.017590024309995563,0.13762030716895615,0.007501629520610101,0.04595013158900224,0.012009291403039728,17.30260994796195,47.600176425215054,118.84780494483003,3610.4305952232617,0.16787797405906285,0.5118136366510462,0.4708751847939691,0.11323769444063225,0.6067464896452989,0.18721469431868343,-1.0
16.51816000510641,36.632947476918616,146.9668183794222,1898.5791984237558,0.12458072182099615,0.26508823616248384,0.03799502479134448,0.026931443999313916,0.23980499013895934,0.052154870730166454,1.345045646155664,3.413227876328037,10.950675383861437,419.9598387343127,0.016459983147448034,0.024586820678162827,0.1286680171068367,0.005671534276923548,0.03210835203887413,0.006221078814654519,29.293877336480758,45.7801959167292,98.15982623494507,3364.473064606952,0.13922526831747128,0.116701252385779,1.1249968325546287,0.07560801104946412,0.5036337741815284,0.16018712863356474,-1.0
23.09348395686571,23.460522638709442,100.2206290509337,733.9725915410959,0.0845745508184749,0.32596915506492263,0.3498723130758455,0.13293749554919215,0.28221744785758934,0.09516908454918885,0.9736939860369309,2.5534074253594374,17.556621388291504,57.673792297533275,0.02484117255825079,0.12431563773344444,0.033678862800496714,0.034115777526381265,0.06102808829943598,0.005887693833789766,33.44509624312536,19.769462540461067,131.2450498404926,1644.2466852393081,0.1260100977189532,0.41487788194721353,0.6982411769695739,0.0443237821682893,0.1571445779470409,0.07176608830998332,-1.0
25.283074672755056,31.78393606138603,150.0819763282581,1956.0464467952115,0.12706242979487742,0.0719712912250382,0.23764785403752323,0.1563064324353667,0.1534191050169319,0.06376432635359494,1.4665306859589866,3.5368642669217474,14.166527019097769,103.47929618831536,0.0032454728793910627,0.07203005950505159,0.02955957744992624,0.014077397185171283,0.03064624331862088,0.011966015808504893,26.360715338477306,47.255037688224895,103.86272125726671,4170.230013711975,0.12511756120438774,0.7486580194529389,1.0575637635163,0.10920841746882883,0.29429712844041256,0.0867989143607995,-1.0
19.5097744053892,15.364135937356421,117.08174744010793,1534.2467469689132,0.11542826485353716,0.224022985759665,0.3899541818485046,0.036246184040936796,0.24444090095539497,0.09602754880788228,2.7867149620157394,2.7188404974638076,21.36106555225295,346.30066692018374,0.013431257711585116,0.013138442189704384,0.0697350583333717,0.008009469827816706,0.027112852761532604,0.009357264055732296,25.049635060967624,47.61861140205153,101.77094107146428,1893.9355906509982,0.10529886473150209,0.39784797985710707,0.2474194341911137,0.15774975604412486,0.18988931304502796,0.12863132221494525,-1.0
23.032662169516378,37.573935426368365,176.49240331264116,1183.1931815325154,0.13339078133521917,0.32013931427568737,0.12510591281419092,0.11919150532536238,0.27418251862541954,0.057716388016111224,0.23630327259191652,0.7232054874498934,21.01734830997867,128.46346989445306,0.01022553033369547,0.037589445746542036,0.1022581616645218,0.039517187168366566,0.04986053301870686,0.0029100940112027646,14.786903423129264,38.63182427015033,159.75215701568774,951.1421697309544,0.12719636520676705,0.34700665171854767,0.9441474757222762,0.13157589411944431,0.230457436596048,0.18584326271990084,-1.0
20.44019013018211,37.05673549764489,87.23624000389196,2013.0758514354097,0.1430900316989563,0.3257648821183177,0.17785377921200612,0.15108704414233415,0.1763305543204833,0.07976962717787889,1.5462238448553312,3.4987604763416145,13.626261915031433,183.50435600293383,0.011994714051068646,0.012543971067083073,0.0685453153468105,0.03645095473070791,0.05977573486426428,0.01138891786973096,28.30738159230092,20.66770293562069,183.38123741203503,1907.1298434162895,0.10646235670302803,0.7885546262146282,0.17543440872121896,0.28884142560903187,0.22245040853545028,0.17869807789802059,-1.0
21.585811654461295,12.94448034570527,107.18804571551422,792.8881232560825,0.11100799692406017,0.15190317162249017,0.29822829264055756,0.06906095137723572,0.154796673032127,0.07166321995074887,1.5545651880457911,3.2174890584046354,3.4240937822458566,488.6677202243683,0.012452898904955143,0.047058585602996805,0.12325346556107604,0.00581689977514082,0.01836401790622897,0.004181555464803715,15.658215395958084,41.450955571167654,238.93172530873537,1150.7764154010952,0.18398377799938495,0.6904795943658791,0.8579413370099815,0.26721461471513397,0.20700391725611794,0.15671969458697657,-1.0
20.745073728459957,35.5671919264336,148.82747532586382,1146.5166552625014,0.12230729895814957,0.3434024014787982,0.08655610744210741,0.0852769439623432,0.18323340394544563,0.07747526984732889,2.0878864781762503,2.050503284252143,3.8312496208269633,318.82139380388037,0.024309054184332907,0.04247669778992914,0.04279383613019582,0.039537382306125746,0.027511422882408012,0.007160767337452205,30.96754653283685,21.558379719015747,218.61259894746036,3836.835663341884,0.16960853363299455,0.7899477244272628,0.21530181945385043,0.03770638770317114,0.43430128564805626,0.06172566895120917,-1.0
12.692074877525979,12.999786930066293,134.08040197436753,1413.2184547635975,0.12001280197228217,0.17554859975808157,0.23838504123840776,0.09185905293564126,0.30215028092000895,0.08943169010710374,0.588681848374612,1.6158591120197507,20.083757897735516,422.2633063016022,0.005198047764575935,0.05407196477653526,0.024653260548642385,0.009218054939314657,0.012761487344782416,0.0062991707503432135,24.69716798205844,22.282208070417454,173.45602224358746,2594.962886990008,0.21740085282476762,0.9000224809748318,0.10357066224137022,0.14254261944713714,0.5103297062829019,0.20697081669165784,-1.0
27.58500201423958,26.5598828298103,100.35250096533474,998.5567568632551,0.14308017353531388,0.3129105181962085,0.3049137598780943,0.06673092862540664,0.15405675169596128,0.06914228764809494,2.10947926990205,1.7511276044702466,19.549694203724382,332.09649438249767,0.02677045127569838,0.10615689021859917,0.10893075334668631,0.015418341402208022,0.04128200400141192,0.006575970720790985,30.736337444042732,32.00479302310526,177.03754664086665,2957.7569928419102,0.2031512256676834,0.7895842629476959,0.6301441032356075,0.0880482577202476,0.2138412379386796,0.13341305523404895,-1.0
16.36712376358104,32.58597254935957,77.77772267250012,1343.6074352420983,0.1271172054659761,0.1909178613552153,0.2523326225195787,0.1028705826040196,0.2967587745391068,0.0863061827066704,0.4307478684793192,1.654505342879562,18.921770416026153,261.94180713990806,0.017914803801123293,0.05048304243206414,0.06388064029869243,0.0355083787112392,0.009014974638900351,0.004062786089398528,19.559826430445156,45.40085216862788,177.51298260065747,4189.115956842233,0.14139535192411645,0.5143644158918834,0.23043478207794157,0.16721012327606294,0.6443254593869987,0.18687861868127098,-1.0
19.579909628385927,17.188797887190233,162.25252058710367,2105.2627521189947,0.07523060190945743,0.22031563489948697,0.09137283775871824,0.09243146232820695,0.15606050617481645,0.0840121299938201,2.11400451061,2.536913205091987,17.932057280825443,229.10699174683955,0.02124996996708356,0.12899517835641885,0.12428755901757292,0.0123994884212032,0.03655935725452002,0.004972448732388202,20.412281426773927,42.60923690698511,85.44289444738196,2862.3171926198897,0.1668372377580854,0.41601793000397047,0.6724235277281247,0.16676434264818304,0.4279115727212285,0.06791865978184322,-1.0
13.966236442775326,21.94120072146784,164.69561983929975,1881.6601873097488,0.12596189623111786,0.10313364075697043,0.12398031090028251,0.10125655782655982,0.21165506392648087,0.06459025939778759,1.6616095322950548,3.035329348894689,18.488982245886994,339.1035074216449,0.008055826385915378,0.08599890259130707,0.14095077247002197,0.02632891801273688,0.06037002111075176,0.008924675560571497,22.68880568135468,22.202977129063942,233.66373856592853,2120.280618239847,0.19512819186253189,0.053774441565211516,0.601165532120184,0.1375943813862694,0.6167946689005281,0.1643691191181319,-1.0
24.695407818185416,29.91589449027829,94.1829855965664,1008.7038178733638,0.14125478270289132,0.08966201510000796,0.34493234339944984,0.08374529841553827,0.2241789031642451,0.06627244689084294,1.0821964212355848,2.8552186395348977,11.394585356284736,86.8152836040158,0.019273942223963284,0.1197453866165204,0.01200908071688964,0.034094400392902145,0.04166561591460321,0.009623779520371101,18.085754502347726,40.66490097133547,231.31637931198728,1023.0120259271636,0.20465047813855314,1.0297034123454074,0.567487114978292,0.0364748363071466,0.3102266223582319,0.13510914211370775,-1.0
25.440167561049506,22.619958322413524,155.0468502736001,2210.963934750845,0.10089025228827611,0.10152284080100926,0.2391125161555683,0.10635446173127033,0.24009105154459232,0.05253633775975327,2.1122648433264035,3.472534178837213,17.5410129959867,488.60424130043424,0.014734394926543985,0.08443023120939638,0.01765725165576243,0.012218778366586778,0.0207700797504371,0.004063183770121086,24.701262749381463,18.90812845425387,237.04501696427727,1574.6291298454971,0.20093885453281682,0.23127558084340388,0.44264115088110245,0.23320114697063574,0.3707923472396895,0.19415505268238126,-1.0
19.977218753640543,16.443889081542277,141.60903684886648,1142.984474067642,0.08824086739215298,0.26862911724946376,0.05851536630851928,0.11551080972956337,0.22718732159543037,0.08605282812810502,1.3911957014876668,1.5726041046951282,9.322520444675403,171.65033484589225,0.002741458927761134,0.12295831385997247,0.0688871116814733,0.030950184289134125,0.018122858139966783,0.0012137327204070972,21.017959300816806,40.727773774131336,220.2474768440385,1511.9751638839998,0.1743168648750622,0.7216439032550837,0.5888655167310983,0.17108036866309148,0.4225791136218201,0.2000543232253865,-1.0
22.32150900413315,37.06532958865583,145.98075954433472,968.8073314306314,0.08427392508220521,0.11270674810328107,0.22762488119523996,0.15249186982960952,0.27021489665609405,0.07715108229535271,1.0969060134993327,1.0179816869374636,2.1412618915942305,370.8592810097527,0.021344933474192317,0.09373708235800425,0.12729896629451104,0.014247430108644037,0.012199811583993119,0.0022145673257452196,30.09959256535708,35.70762766039604,102.87863754416718,2019.1110467063713,0.2135891980623314,0.13182764929776783,0.4397998347436418,0.24421871658746835,0.2217294021773195,0.060260581190884586,-1.0
24.9432315290978,10.611974868805499,161.85304209701326,1187.6681124969798,0.08367852037560072,0.09991563142032328,0.4250453158640785,0.08589052226512514,0.1899972867476117,0.06129048145639408,1.929963019107671,0.9452567343235498,14.289729176100018,341.99760483530144,0.009787735202755412,0.12521648012516265,0.1343303890780277,0.005198124729657417,0.05238162554948306,0.004894049776381112,32.18868996810691,45.74996147698083,103.09298978905488,774.7530896437407,0.2186089216074048,0.7572991718725584,0.18673990895367648,0.0911508929282682,0.516787867826657,0.1502062354501886,-1.0
25.021629189917366,13.90341374412849,164.9255550756933,2112.103635921642,0.08466877144491608,0.3362914237576919,0.09630471792260414,0.1592894976144977,0.22803323916147838,0.056019051103202974,2.6688340138886018,1.9841388413932415,21.212250234590186,454.1431335110842,0.02006584218601376,0.03424094166592839,0.09888976876236766,0.00772168110179363,0.02021192503600948,0.006486743094266916,35.372264839481375,27.484409729248046,141.11810969030637,2987.9448635976128,0.1830883164345447,0.07663434801886901,0.42260551221306164,0.09277383135806039,0.4933435522575955,0.17843260872851924,-1.0
22.494597584949485,36.87550530751172,136.9285878763008,387.33751186659094,0.09980372509962557,0.20004271694323866,0.0672714013698397,0.08472934715451658,0.14663024603549515,0.05970184701470595,1.5809109247554702,1.8330929409620627,4.601969197148205,95.84362053840132,0.008584154881931882,0.07079772191127152,0.11918681124185915,0.027748824636368935,0.06014451519175003,0.007830639031533526,22.7026146327006,20.009306275655454,230.55656533076268,585.6562527965106,0.22188208091671818,0.7714678676752462,0.7248572932343449,0.030872628917602816,0.3744797835544136,0.1889983593077013,-1.0
21.471708225013636,38.296334816204066,142.9897489028242,1401.6889081526938,0.12047232232757643,0.3440343696230193,0.2894715351398692,0.19873048186777906,0.22601194212867387,0.05023882629652969,0.24299557687627177,0.6452942127617849,4.703158066609301,328.13482342012173,0.010995841631777404,0.13494762391490792,0.12127151159129597,0.016097879091431372,0.04352108913137289,0.0028471081915084594,25.923797681031708,41.743277691578584,121.47655156799769,1679.1960519515337,0.14709164239828496,0.2822045768325041,0.8767701635462698,0.10161612467557568,0.4743597241783707,0.05839816302358448,-1.0
12.428850137281776,17.959615975768127,106.87993056917458,2119.3610378453736,0.12423263182745137,0.15673244996566787,0.09084767977249789,0.09110007837721631,0.26369694581308567,0.07559682727992528,2.4516585945885097,2.7609291057451197,19.09513293619699,325.64364765179516,0.014376147119058037,0.060613642557248465,0.026731853165238996,0.033199237213419656,0.05450946563084103,0.0036992297938682377,12.955191806576913,23.151467790566166,100.94389658570265,2162.890318520486,0.1985345897671471,0.1888420787423723,0.43632276972299955,0.11796931711741007,0.22000230185611486,0.18147036189960733,-1.0
25.552905874500773,33.781622139565314,108.4911168225758,965.9658715792534,0.12643044711659365,0.15453079554765678,0.2817709811869505,0.021034840285042863,0.16721023777509875,0.09480554620339168,1.0026882954754197,2.2092908175084807,9.197854921730572,501.35422933905403,0.00493649157047386,0.07597109626357257,0.07852555297205825,0.023895900896609472,0.06769224007040481,0.009133664649920534,15.220339639952634,39.96257905194162,249.2485293807103,2444.380150507295,0.21129235064559532,0.2858974504329063,0.9365399443694697,0.08456087958104895,0.4790911254605903,0.1523480218771867,-1.0
22.770479007462193,25.331129091507023,152.99241805793508,1882.3143170521862,0.09750664507811169,0.08644730901129695,0.21562295943084528,0.17039116817954097,0.14290414871604093,0.0878452687039033,2.286039358881498,3.4309180437143905,12.686836394111317,255.60486732102214,0.025462502976059034,0.029302100831123647,0.012980636033870278,0.02360784607582863,0.00931020355927345,0.011421172051881864,15.574943258058761,31.075860950031007,244.72569773697546,3893.6551925407766,0.11322318922299238,0.053032081943751024,1.167404533366633,0.04378003806145419,0.49592613143996633,0.17747572046449947,-1.0
18.643406469174316,39.1906355131848,104.07067672160842,2105.541830676693,0.1280892275694574,0.16740609570870635,0.10388497245693008,0.1619972258956246,0.29138054988711637,0.07942483532191838,1.6716345391747995,0.979436231685035,10.871309946897602,73.65021288990249,0.004803645658678898,0.12833656040851696,0.05726592635319468,0.0391156132253456,0.032919114549686754,0.0029666734775934665,18.432125431004014,32.96427416552089,244.84711248363624,4167.80842903696,0.15954391232604934,0.8426249174447742,0.3704822606915541,0.07555530089883165,0.6247601693943583,0.175985306370582,-1.0
28.051004746585644,22.228827745623526,143.20844378530165,1434.744348954116,0.11328316316820791,0.20892552411413182,0.12174964830120959,0.11236285220776518,0.15936155424387094,0.09462926092655419,2.710121158869261,0.9350548781563885,15.728048076229527,359.9958805109239,0.007324544303360061,0.07152081477003017,0.09387614284807433,0.00878200933395696,0.05594282602783641,0.004591633904788901,29.70519185374838,44.37093627113437,176.63248459884835,953.684934088554,0.1591211433629449,0.4029609566900403,0.8948926672925435,0.055771100643655105,0.3440541384386588,0.06089913392044709,-1.0
24.461974699590442,34.95730719292212,179.6810066331272,1253.776183159923,0.09962047574916211,0.15263226451347356,0.38606297163086,0.1180234325372696,0.2058149329541621,0.06933933667067246,0.6817738697943375,2.362126328043041,9.08683853618711,219.29535530654718,0.025695270408193086,0.10646022928548347,0.10876577473236268,0.012900873105064659,0.046132164790572694,0.006822944076795485,18.004019509890377,37.51083423559836,161.41243324725974,2876.1824054865474,0.1371917813360677,0.5284730036416985,0.8036899407707275,0.20191327526906355,0.2172493847991424,0.1045807249052733,-1.0
23.252619041488536,14.574185276805643,136.2703379206688,1381.7575272728034,0.11574046745840465,0.28082808361064354,0.10911997850378302,0.050745296204933205,0.13375717853999705,0.0727459433674488,1.3846390011856062,2.3606216963772884,18.21359749931935,21.472652117426193,0.020565395325554518,0.022766018261155728,0.04742844967866529,0.03359233373392163,0.047458535736493626,0.007161661898120903,35.77058444402158,22.5292249727837,236.7190015818942,3757.840534477138,0.17708237781601055,0.11945948244609597,0.6132382851770175,0.09243519228584098,0.3050308979484009,0.1799131091629623,-1.0
25.217519612760803,18.94987932640469,165.8736871348275,1570.6186320978081,0.08654226912798431,0.0600335608101251,0.09840194403523538,0.02247453937284294,0.2838959039049553,0.06583923412753145,2.310941928187692,3.217723096141232,12.816242892483944,245.6482656779425,0.007135652288551262,0.05249453531775861,0.13358406862289166,0.016988373782593963,0.04392310834340637,0.011550770138025778,13.301235147921085,36.162895261055866,109.419688870164,1060.9242398582214,0.13397364498333156,0.5432350841007892,1.1493517230881185,0.05125626217130802,0.5516454010981873,0.10514573818189724,-1.0
14.162790255883982,27.75464700779878,158.35957629419482,1806.308686975875,0.1439515171491933,0.29946480255283847,0.23807616398023276,0.15541282232009393,0.22596072705601578,0.08602513044899354,1.0426248801874698,3.2905191935973153,8.36249138893038,535.3937581388503,0.026365059943444902,0.04542867461596495,0.07686210907423784,0.029074037982064156,0.061119387180667,0.0037224982186457893,18.704357858104235,17.162408422494327,231.59555362813754,4141.83996279092,0.15104027616308127,0.10575549861948305,0.808880389975759,0.19230140672471782,0.42706168024444147,0.16716066907764093,-1.0
27.155762330412628,12.986451549694987,149.9472316678067,816.9436718936342,0.11930944297505314,0.2446470560185505,0.3118524656256464,0.07437568122038175,0.17307189436977638,0.06142320701187649,0.6325308017238142,3.0690033778126993,15.183319969681348,179.9471226776463,0.023808359181473684,0.01663466954677456,0.06155760001881845,0.03922232581522707,0.031071969674631564,0.001387418004131436,31.609652228444308,17.750145368726166,142.0644512967471,2093.9068576534537,0.172287623167773,0.5520343129434758,0.38404027685119774,0.046448884264756615,0.48975502978653873,0.14396407585199344,-1.0
11.624638610422041,36.76559061657791,145.17809107828504,808.8548371442641,0.13218913895717213,0.1601117327221608,0.21127373296396476,0.17935893282655463,0.20396699164348392,0.09356856978795312,2.26162272811527,1.3172855887130597,10.414623922078832,397.32884451752017,0.02598939692245111,0.068760345520614,0.0929924435250994,0.012894963650497509,0.07295350144875923,0.005409642647922796,13.559122188892946,28.370079843443918,115.25684111147243,2088.0202660786117,0.13868957151413785,0.4540900483161041,0.7849956507244426,0.2769559714024496,0.3259898044011179,0.1788520424235222,-1.0
18.37826648105233,35.99227752081867,184.26973038688286,1686.7145572850582,0.1260718132619903,0.1798513965661081,0.07443984223908981,0.16509411656747672,0.23348955996365067,0.06544109377431863,0.7340838670140355,1.6711372280908603,14.121843637089473,358.5629063149198,0.0245712461957916,0.082135525437342,0.13743572625798292,0.03187340765947504,0.008474245751684342,0.0025450095105709744,30.984651942194187,27.924186761975946,243.0639467917087,3283.7342557004513,0.15564647133344928,0.9523194590337712,0.6697831434412566,0.1262574019019875,0.525318731794147,0.08344802570154275,-1.0
11.077145536538586,35.9270317157501,78.60831992218151,489.40264836757194,0.13041205738362727,0.31996053319639206,0.058799478127631206,0.17332279307350676,0.2896439116738773,0.07691573750899623,1.649727183556521,2.286966028538722,9.692960042494592,137.0675766534296,0.023554595496653355,0.07453607117407031,0.04876745009027339,0.017061614517792284,0.03019834756425638,0.01273787937145162,15.364601151921313,35.28852947412963,184.3619702622036,2776.2422405642646,0.08953363696718372,0.17719564982582972,0.6235405597137555,0.12171496546096433,0.2992510276310619,0.08106174050092549,-1.0
25.010307644640825,20.675182934165207,184.24317529030793,1705.3686559359153,0.12623058010357005,0.13369707045737225,0.27998962317082016,0.1241109297749729,0.2261063933850804,0.06974045336645093,1.926921084393433,2.4164385833309647,20.68266582846905,425.14538506038497,0.02801190320608708,0.034731921192754756,0.050978266183126494,0.0324575182841856,0.044931026339172765,0.00399678012341584,29.78402402027113,44.285493053674685,106.42394083565297,3747.494830008354,0.10931314269578392,0.8835389531330466,0.27318527854438257,0.09638525695976252,0.43745792178737974,0.20370065473674798,-1.0
18.34166418446396,28.25837625372654,76.81183845134035,966.2550191065624,0.0948511513016147,0.1568725903785939,0.4265446417426151,0.13928331226276464,0.22922244130863523,0.08249167538818772,1.8061103616802994,1.8786300720388924,12.375673897459112,36.610071991119725,0.025009514560199404,0.07256876901620046,0.08669845244533551,0.034371070622786444,0.0542583310055188,0.011649102776117711,30.334201121083307,26.650770139604976,189.53396726775236,1379.5306866005271,0.18773092478630699,0.4349266756637274,0.03627613637828066,0.19812325222393878,0.41403187961579146,0.1615770542664573,-1.0
25.389314710237123,24.04770894081376,101.4042446796494,988.340610530414,0.08375688546744284,0.09455176170602553,0.04535740431101226,0.13713186047221368,0.2838180214609078,0.05778960712993738,1.1514812107370571,1.8048336528668547,12.500283280252637,32.16358726770473,0.007759722370338501,0.09278574193953307,0.10027478974805493,0.013074765036850162,0.045443789893129936,0.007731431925404945,33.919926848113185,39.22072118384021,246.12804146494238,3730.6474322994154,0.10110000388885766,1.0326894662469017,0.5532755943027673,0.04715738694811425,0.5364984792986444,0.1474098388263006,-1.0
17.617874703560283,22.257130803953217,132.44764312265468,2388.49281472126,0.08310825525961382,0.21907899016242333,0.17668511436501413,0.16409200672540933,0.27519817211165526,0.07924531700786283,2.7121278309840875,1.3756247401624866,9.380637910984769,180.0302809379967,0.027815317097784807,0.07029967451893915,0.1411293663483533,0.03219216283170574,0.06425305896689061,0.00886148763129047,30.070696820713295,24.51319394902395,238.84348852067822,1795.7297979082468,0.1930002442565544,0.2589789853683139,0.851035325097803,0.0852970952439831,0.3904310754390784,0.16591582883026437,-1.0
13.881877060662442,33.72560769322088,143.54170702936148,713.3881638450889,0.07899372791546631,0.3341089053274594,0.24405541176981116,0.11093181084720785,0.1472780030745766,0.05333937700972112,1.8386978976949597,0.6091634350351463,10.172664107589075,535.2302880557771,0.007299098732091572,0.0685801937608693,0.05302166028180538,0.015696717656048787,0.01923080876777665,0.011298004366164337,18.26959279180177,22.517214247974405,116.57190807133694,3030.3508293995665,0.1702476424773105,0.19366465804115116,0.6480685599097479,0.1695877708839196,0.24937225993604975,0.07776953110939357,-1.0
15.181553012656796,34.34369809155551,113.91119850108964,2310.4322581959636,0.12785276394843928,0.05949052615186048,0.045243847831903876,0.1545580721071766,0.23342819749406568,0.08416552839794063,0.51128667179143,2.3569888920100834,11.054997949243331,285.1962551508593,0.0029589392221086737,0.010286300261114528,0.14001021137879624,0.008667750642076038,0.03214566512412394,0.01075972121533642,19.913881671899542,16.711641716703877,149.01422009179043,848.771128144798,0.19244137285277074,0.5260506967507044,0.8696975354038392,0.07418053535290078,0.407741741484715,0.08682834013667261,-1.0
14.36591635919632,25.784293919125943,177.78527728959133,668.6202867217646,0.13524705046338698,0.12608536921980934,0.12589843509029297,0.02152155849200961,0.17181727800930435,0.07392729045451185,1.8622647678381095,0.5322481150442652,18.781127429799458,404.50477351511046,0.026250981732275667,0.09961160401770043,0.018397160974286775,0.030929253835193113,0.03680438309134809,0.0060728666499603075,27.137656434028003,48.72331851517354,153.66609994931906,2830.992706701217,0.19448998702341241,0.6281421444478934,0.24247787472457066,0.08684110466342035,0.3303059435493041,0.14107061928380407,-1.0
15.906889525342155,12.90929133629381,146.8437294353804,700.4887062656535,0.09525686078655766,0.1980323957540574,0.2482130161991385,0.13156082141417233,0.2048375416766816,0.05481713406462739,1.8294209115923687,1.0557601554564107,4.953761763002669,87.05420266602472,0.0028941027983699634,0.1282998362944408,0.10574955194066438,0.008823554817588302,0.03387718900594547,0.0040575037099001695,23.229790430128993,36.405961558577815,211.33325477381686,3122.8802445442857,0.14807679205593938,0.09290035717053523,1.046862702487945,0.24187488929897172,0.41666571553609977,0.1019210069727447,-1.0
13.783814677222752,25.863504218478944,146.25779848556368,1200.3110580145226,0.13424766541116018,0.2090624561004659,0.34754550915252075,0.19421321592190197,0.1723092191154934,0.0810638080805954,1.8479828081859364,2.3836507262984985,5.646564122955956,338.14700506431154,0.005996322932796944,0.10250364321096751,0.07477220573668467,0.022583567040823094,0.030532938676481967,0.009250637672483436,16.869908212331463,43.69635695427033,107.53421855171007,2053.3984876887416,0.21248740698360574,0.937458626667506,0.7585344410901105,0.2803058572924443,0.38992685032285085,0.06703139671111302,-1.0
11.473260340206618,27.940155384972655,88.01662431496005,1954.4585127377477,0.10439125338457808,0.32939949098233173,0.25167814136275296,0.04191309965028907,0.2863369431318079,0.09680150670402271,1.5419163333906378,2.579353185164869,3.207629959351319,126.8334723449599,0.02276235169412247,0.06683479743631393,0.04611350614048601,0.03151873113625118,0.013590496410923714,0.005293089820342175,28.484449652645953,49.071896342698075,210.71780727575026,2924.0592794515946,0.13170535716565054,0.9605815884076966,0.25934694165407624,0.23984582576631044,0.31613309495518094,0.17773708387053214,-1.0
12.052815584350416,33.402011338361326,153.7804776319141,2250.4167368113845,0.09888931937416254,0.14167492275760157,0.3265863545834882,0.05325514157025237,0.21844807604876976,0.06288855248380375,1.2873705920726481,0.8919806328612571,11.034771991676765,158.9029265344259,0.005465792780959678,0.036084424883116896,0.041817218986065656,0.005651543719352064,0.03289587385198936,0.012669348048246319,25.78320290786197,42.20060216993165,200.88349953008347,3925.302172393494,0.16256688299395378,0.6875062680681785,0.8994835063831609,0.28890902656903245,0.6487321938280793,0.0965522464906878,-1.0
